id,sent1,sent2,ending0,ending1,ending2,ending3,ending4,end0type,end1type,end2type,end3type,end4type,label
468,can get myself centered,,proceed cautiously back to my tent,be able to coast up the ramp,look in the lake,do a trick on my skateboard,push myself on the skateboard,vis,targ,vis,lan,lan,1
469,get the flow right,,try out the skateboard ramp when the man is finished,be able to get up the ramp to the top,try the boat the man has,look in the lake,do some tricks at a skateboard park,lan,targ,vis,vis,lan,1
471,want to grab the biggest cupcake,,get to the desert table first and take it,enter the garage,open this jar to complete the meal and enjoy this beautiful table,hold someone's hand to help them cross the water,balance on a fire hydrant,targ,lan,lan,vis,vis,0
483,want to surf,,ride my surfboard at the beach,ride the surfboard,go in the shed,grab my board and ride the waves,watch the fireworks,lan,lan,vis,targ,vis,3
497,want to enjoy america's favorite sport,,pick up the bat and hit the baseball very far,use the bat to get a homerun,give time up to encourage the children to play baseball,go to a baseball game,smile and feel happy looking at this one of the boys playing baseball,lan,lan,vis,targ,vis,3
498,want entertainment,,yell at the umpire,stop and watch the pitcher,watch the small child learn to play baseball,help the boys with their batting practice,watch the player swing the bat.,vis,lan,targ,vis,lan,2
499,had spare time,,catch the baseball,watch the girls softball game at the field,use my bat to get a home run and win the baseball game,attend a baseball game like this player.,watch the children play baseball,lan,vis,lan,targ,vis,3
500,feel social,,be sure to hit the baseball hoping to get a home run,move to florida and watch hockey at my beach house,use my bat to get a home run and win the baseball game,practice baseball so hard to avoid starting at the bench,hang out with the guys at the baseball game,lan,vis,lan,vis,targ,4
501,want to partake in sports,,smile and feel happy looking at this one of the boys playing baseball,take a turn at bat,play a game of baseball,go to the store and buy a baseball poster,catch the ball with my baseball glove,vis,lan,targ,vis,lan,2
502,want to see some action,,attend a baseball game,watch player hit the baseball,watch baseball,go play baseball,move to florida and watch hockey at my beach house,targ,lan,lan,vis,vis,0
503,want to be outdoors,,bring my girl to her softball game,throw a ball at the girl's racket so she can hit it,smile and feel happy looking at this one of the boys playing baseball,stand with some of the baseball players while taking a break,play tennis with a woman that looks like me,targ,lan,vis,vis,lan,0
504,want to play,,hit the ball with my bat and get a homerun.,stand with some of the baseball players while taking a break,play baseball,go to the store and buy a baseball poster,hit a few balls with a baseball bat,lan,vis,targ,vis,lan,2
505,want to pass the time,,bring bottled waters to the boys playing baseball,hit the ball with my baseball bat,go out and play baseball,put up a sign at a baseball game,use the bat and play tennis,vis,lan,targ,vis,lan,2
506,am feeling sporty,,catch a ball in the stands,tell the boy ducking the baseball that he has good instincts,give time up to encourage the children to play baseball,watch skateboarders in the park.,watch a baseball game,lan,vis,vis,lan,targ,4
507,want to get some exercise,,stand with some of the baseball players while taking a break,play baseball with others,play tennis,play tennis.,move to florida and watch hockey at my beach house,vis,targ,lan,lan,vis,1
509,want to show my parents my skills,,make a home-run while in the baseball game,jump out of the way of the baseball player sliding into base,keep the player from hitting a homerun,go to the store and buy a baseball poster,watch the children play baseball,targ,lan,lan,vis,vis,0
513,want to play,,stand with some of the baseball players while taking a break,play softball,hit a home run with baseball.,hit the ball with my baseball,smile and feel happy looking at this one of the boys playing baseball,vis,targ,lan,lan,vis,1
514,am ready to play with the ball,,move to florida and watch hockey at my beach house,hit the ball with a bat,have a photo taken on the baseball field with a cartoon character,play baseball to win,cheer the people who win the game of baseball,vis,lan,vis,targ,lan,3
517,get out of work on time,,go to the park and watch the boy on the skateboard,hit the ball with my baseball,practice baseball so hard to avoid starting at the bench,watch these guys play baseball,go to my son's baseball game,lan,lan,vis,vis,targ,4
519,want to watch sports,,watch the baseball game,watch the girls softball game at the field,watch the people playing tennis,i would be a baseball pitcher,teach my toddlers a bit of baseball.,lan,targ,lan,vis,vis,1
522,want to enjoy a good game,,play baseball this afternoon wearing my uniform,watch the small child learn to play baseball,hit the ball with my bat.,i will go to game baseball,go to the ball park and watch a game,targ,vis,lan,lan,vis,0
528,want to do something worthwhile,,practice swinging the bat,teach the child how to play baseball,go and watch a ball game,watch my kids play soccer,go to fenway park and take in the game.,lan,targ,vis,lan,vis,1
533,want to go outside,,yell at the umpire,watch how the hitter hits the baseball,bring my girl to her softball game,watch these guys play baseball,leave this baseball game,vis,lan,vis,targ,lan,3
539,dont have anywhere to go,,bring my girl to her softball game,watch the baseball player play in this game,watch people play baseball,sit and watch the baseball game.,go to the store and buy a baseball poster,vis,lan,targ,lan,vis,2
540,don't want to get dirty,,be sure to hit the baseball hoping to get a home run,go to the park a watch my nephew's game.,i will hit the ball with my baseball bat,stay away from the sliding baseball player,watch the girls softball game at the field,lan,vis,lan,targ,vis,3
541,want to follow my dream,,watch the cincinnatti reds playing baseball on the field,become a professional baseball player,play football on a pitch,go to the park a watch my nephew's game.,join the team and complete a run,vis,targ,lan,vis,lan,1
543,want to feel like a winner,,bring bottled waters to the boys playing baseball,pose with my teammates after our baseball game.,play baseball with my team and take a winning photo,teach the child how to play baseball,hit a home run with my baseball bat.,vis,lan,targ,vis,lan,2
545,wanted to enjoy a sports event,,go to this baseball game,coach the children playing baseball,teach my toddlers a bit of baseball.,go to a baseball game and enjoy watching the players,go catch a baseball game,lan,vis,vis,targ,lan,3
547,was retired,,teach my toddlers a bit of baseball.,move to florida and watch hockey at my beach house,practice baseball with the men,go snowboarding,go skiing with my family,vis,targ,vis,lan,lan,1
553,feel lazy,,sit and watch the baseball players,i will watch the boy pitch the baseball,become a professional baseball player,try to catch the baseball if it is a foul ball.,teach the child how to play baseball,targ,lan,vis,lan,vis,0
559,want support my kid,,collect baseball cards,play with the boy,root for the umpires,go the baseball game and watch him play with other boys,go catch a baseball game,vis,lan,vis,targ,lan,3
578,wanted to go out in the sunshine,,watch the local team at the ball field from the blue seats,collect baseball cards,go to the ball park and watch a game,teach the little girl how to play softball,go to the big tennis tourney,lan,vis,targ,vis,lan,2
580,want to pass the time,,watch the children play baseball,watch the baseball player,bring my girl to her softball game,get tickets to go to a baseball game,watch kids play soccer,targ,lan,vis,vis,lan,0
581,am feeling energetic,,root for the umpires,teach the little girl how to play softball,hit the ball with a bat,play baseball and run,hit the ball with my baseball bat,vis,vis,lan,targ,lan,3
582,have a children,,catch the ball and get him out.,prepare him to play baseball,go to the ball park and watch a game,go entertain the kids in the dugout.,get tickets to go to a baseball game,lan,targ,vis,lan,vis,1
583,want to practice sports,,yell at the umpire,hit the ball with my baseball bat,collect baseball cards,go see a baseball game,go the field and play baseball,vis,lan,vis,lan,targ,4
586,feel bored,,watch the man play baseball,watch the baseball game,collect baseball cards,watch how the hitter hits the baseball,bring my girl to her softball game,targ,lan,vis,lan,vis,0
592,want to watch a sport,,hit a home run,watch the cincinnatti reds playing baseball on the field,join a baseball team,watch the baseball game,go to the park with a friend to pitch to me,lan,targ,vis,lan,vis,1
596,wanted to work on my skills as a catcher,,root for the umpires,watch these guys play baseball,go sit with them in the park,go to the park with a friend to pitch to me,go to the baseball game,vis,vis,lan,targ,lan,3
